"SPID","Quantity","Price","ShipDate","PID","SID"
4576,204,379.01,2014-11-08,541,256
4586,443,393.85,2014-09-14,248,165
4594,565,46.96,2015-01-11,684,398
4605,47,41.91,2013-09-04,415,404
4615,545,316.69,2012-02-29,161,1050
4624,387,432.28,2014-03-15,20,1059
4635,9,127.05,2012-08-08,855,519
4642,456,163.89,2012-11-19,536,536
4650,104,54.68,2012-10-16,828,945
4660,22,373.78,2013-10-15,965,1056
4671,562,194.04,2013-06-09,842,812
4683,12,308.75,2014-09-24,485,317
4693,320,225.27,2012-10-23,829,1130
4706,165,74.69,2013-02-21,34,454
4716,547,301.84,2014-04-06,602,162
4727,254,215.1,2014-11-07,923,723
4739,12,245.05,2013-12-29,887,116
4748,17,113.19,2014-09-15,995,962
4754,18,100.62,2012-08-09,112,1055
4768,319,175.18,2014-04-08,969,510
4778,332,134.64,2014-05-19,285,64
4788,377,164.45,2014-04-10,916,442
4799,522,411.98,2013-11-09,637,706
4809,338,282.97,2014-11-19,1180,582
4818,489,139.07,2014-05-22,564,588
4829,170,11.54,2013-05-18,408,608
4839,63,294.24,2014-02-07,707,646
4847,684,417.46,2013-12-17,153,699
4858,53,129.73,2013-04-19,1008,500
4869,7,146.65,2015-01-02,984,680
4881,381,368.92,2012-08-03,914,974
4890,528,76.57,2014-05-09,897,939
4900,553,394.64,2014-06-30,989,385
4909,34,62.92,2012-08-03,727,501
4919,19,249.74,2013-12-12,247,77
4928,30,293.42,2012-10-10,543,598
4939,44,476.82,2012-10-30,440,757
4949,142,158.72,2014-02-07,1058,1169
4960,47,338.23,2012-06-21,603,96
4970,52,120.78,2014-10-24,1198,406
4981,54,164.87,2012-05-04,715,477
4992,422,305.38,2015-01-21,769,253
5001,5,377.88,2013-10-05,846,521
5012,46,323.19,2012-09-14,1028,776
5021,5,76.34,2013-06-28,675,1109
5032,640,163.2,2012-05-14,153,862
5041,11,165.61,2014-08-06,179,1182
5051,218,433.19,2014-04-18,616,809
5063,67,388.46,2012-08-13,1109,163
5073,35,69.17,2014-12-15,54,622
5083,331,150.02,2013-05-26,193,385
5091,40,80.76,2014-08-22,739,403
5101,25,134.22,2013-01-18,336,1151
5111,144,286.41,2012-07-25,248,105
5120,575,126.54,2014-09-14,466,898
5130,81,238.5,2012-01-21,810,39
5139,542,149.63,2014-12-30,1010,1135
5149,67,267.94,2014-03-29,14,234
5159,650,141.94,2012-10-25,257,736
5174,364,106.96,2013-11-02,858,636
5183,25,444.79,2012-08-18,231,619
5192,53,136.68,2012-05-01,1173,195
5202,28,344.16,2013-07-21,1089,330
5211,23,450.42,2013-08-17,35,461
5219,59,356.49,2013-07-02,127,736
5230,267,265,2013-02-06,36,940
5239,64,423.61,2015-01-11,670,506
5249,9,469.75,2012-03-05,1056,982
5259,577,46.03,2013-10-06,964,500
5268,25,83.95,2012-06-19,197,271
5278,391,251.94,2012-06-21,201,773
5284,339,161.92,2012-09-07,201,1176
5296,109,301.52,2013-03-10,546,802
5306,446,436.31,2013-08-10,17,1180
5320,34,439.03,2014-12-04,293,669
5331,2,300.84,2012-06-14,727,961
5343,661,227.45,2012-05-31,680,138
5352,54,52.12,2012-07-19,419,491
5362,58,48.12,2015-01-16,1059,535
5373,285,67.58,2013-09-21,489,504
5381,66,457.82,2012-02-23,535,209
5391,287,320.89,2013-08-11,1147,1128
5400,577,262.46,2012-08-21,546,107
5409,689,429.15,2014-09-08,120,1087
5421,147,480.65,2012-12-20,1085,933
5431,52,428.86,2014-10-11,494,1109
5438,178,418.08,2013-10-07,1129,136
5448,456,143.58,2014-10-20,980,242
5456,55,319.76,2013-02-11,631,301
5466,229,163.43,2013-05-08,152,874
5475,9,276.65,2013-09-25,687,228
5485,370,388.46,2014-01-07,521,257
5493,37,89.61,2012-12-17,1111,685
5505,223,497.57,2012-12-05,250,888
5514,358,15.65,2013-08-03,41,757
5523,313,442.24,2012-10-02,557,620
5534,359,241.32,2013-10-01,577,425
5545,604,25.25,2013-03-18,1144,1039
5552,187,195.4,2012-06-15,34,605
5564,18,260.75,2014-05-27,392,131
5573,342,316.67,2014-10-02,573,498
5584,34,89.32,2014-12-11,607,378
5592,667,407.25,2012-05-09,929,211
5602,534,249.8,2012-03-05,68,396
5609,359,362.68,2012-12-27,721,275
5620,21,219.62,2012-08-26,256,111
5632,13,321.12,2013-05-30,1094,470
5644,444,48.63,2012-01-20,169,984
5650,450,399.93,2014-08-15,632,1111
5659,66,211.87,2014-10-12,149,124
5670,3,88.89,2013-07-29,190,218
5681,43,221.18,2013-02-27,614,515
5693,66,189.46,2014-12-28,880,441
5704,544,243.33,2014-07-15,746,666
5714,546,477.18,2014-12-22,556,57
5724,166,241.1,2012-02-17,745,912
5734,70,261.8,2013-07-06,1030,500
5744,383,328.16,2014-02-26,977,891
5755,21,56.27,2015-01-25,959,245
5764,329,179.07,2012-03-13,913,685
5774,417,174.97,2012-04-19,545,335
5784,36,252.2,2012-07-07,809,839
5794,328,391.54,2012-02-04,1004,206
5803,62,119.71,2013-04-26,998,992
4447,69,423.29,2013-01-17,767,780
4458,380,216.17,2012-10-27,525,1006
4466,186,455.82,2013-05-03,1057,167
4473,675,217.83,2014-03-01,104,1173
4487,548,401.79,2012-06-18,612,872
4498,322,115.16,2012-05-16,61,737
4508,331,343.32,2013-02-09,1197,738
4517,64,88.97,2013-07-05,1091,803
4531,65,100.91,2012-06-19,803,367
4540,544,414.33,2012-07-03,907,86
4551,45,55.81,2012-02-02,791,755
4560,24,289.81,2014-05-29,1118,144
4571,63,290.09,2012-10-07,256,1088
4584,57,14.75,2012-07-01,1007,376
4595,418,63.51,2012-05-24,1172,547
4604,145,196.41,2013-05-20,50,272
4614,340,412.41,2013-06-09,1053,308
4625,595,206.92,2014-07-07,1133,228
4634,1,210.22,2014-08-08,46,928
4647,653,226.36,2014-01-03,682,358
4657,274,345.62,2013-04-01,573,727
4667,62,80.84,2014-10-13,1095,555
4677,44,179.12,2012-08-29,527,308
4688,20,320.92,2013-06-05,7,313
4700,457,297.79,2012-09-05,921,911
4712,18,466.54,2013-04-17,736,1024
4720,44,102.19,2012-02-29,373,155
4730,686,472.32,2013-12-13,824,648
4742,323,160.71,2012-10-01,508,816
4752,60,246.55,2012-05-30,880,452
4763,19,442.94,2012-08-16,463,1003
4774,535,316.14,2012-12-06,888,736
4784,36,24.87,2012-01-02,1160,682
4797,9,473.67,2012-07-14,754,161
4808,301,174.33,2014-04-21,658,675
4821,679,298.07,2013-03-05,994,160
4832,35,315.93,2014-09-09,192,74
4841,29,458.59,2012-03-16,976,75
4852,28,407.19,2015-01-23,350,385
4861,45,439.16,2013-11-03,1111,387
4876,646,447.1,2013-10-18,964,1125
4883,120,129.36,2012-01-22,1057,315
4897,645,393.67,2014-02-22,1019,140
4908,38,203.01,2012-04-12,1015,736
4916,509,487.83,2013-11-10,1122,105
4922,210,432.83,2014-07-01,632,693
4932,366,443.79,2012-01-18,418,1027
4941,37,118.76,2013-05-03,936,735
4951,21,22.18,2012-04-30,343,1098
4961,109,171.46,2013-12-16,651,920
4971,327,92.03,2014-09-24,305,718
4980,311,223.06,2013-03-04,1069,159
4990,312,216,2013-01-22,237,825
5000,66,381.88,2013-10-19,982,527
5010,28,469.2,2013-03-14,519,731
5020,587,436.09,2013-12-16,347,431
5031,159,498.37,2012-08-15,427,19
5039,163,129.84,2012-07-17,132,511
5052,262,443.16,2013-11-16,212,668
5061,151,372.67,2015-01-19,137,151
5072,36,68.16,2013-09-11,254,484
5082,289,354.59,2013-08-08,1052,140
5089,360,190.8,2013-07-13,50,722
5099,303,278.33,2012-06-08,76,268
5108,582,377.34,2013-06-12,1051,750
5118,631,471.21,2012-11-08,122,697
5128,3,346.27,2013-02-10,1022,383
5138,48,218.05,2013-03-19,517,625
5148,227,151.81,2014-07-15,728,779
5156,632,27.17,2014-08-05,705,1007
5166,56,63.19,2014-09-10,974,385
5177,67,425.56,2013-11-09,470,541
5190,402,103.37,2012-03-29,472,511
5198,44,157.66,2013-08-23,878,861
5207,68,348.06,2014-04-16,1046,407
5218,13,284.23,2013-01-30,677,180
5229,15,483.97,2014-07-11,1072,422
5240,172,459.66,2013-06-07,652,360
5250,534,217.53,2012-05-12,1034,416
5262,48,392.85,2014-01-26,576,938
5272,280,457.65,2012-06-10,749,312
5280,6,19.74,2014-01-11,887,134
5290,87,383.68,2013-09-22,522,447
5300,47,310.41,2014-08-08,978,908
5310,5,298.6,2014-01-11,7,51
5318,177,50.48,2012-08-11,1124,1168
5329,45,128.93,2014-04-12,558,858
5338,16,212.69,2013-08-25,432,844
5346,225,348.47,2015-01-02,141,412
5356,477,132.94,2012-09-08,875,820
5365,60,286.65,2014-01-29,266,989
5374,567,68.64,2013-12-17,973,662
5386,478,286.82,2014-01-19,904,890
5397,511,383.41,2012-08-13,1169,871
5411,20,26.47,2012-05-19,39,866
5419,399,353.32,2012-04-23,697,373
5436,47,44.96,2013-05-18,65,783
5449,565,82.18,2013-05-16,484,267
5459,4,183.98,2014-02-16,1126,606
5469,34,468.99,2014-02-22,46,229
5479,68,243.6,2014-06-11,1162,806
5489,113,31.93,2012-06-25,242,1194
5499,62,260.78,2014-08-09,1095,134
5509,32,331.45,2013-11-29,471,198
5520,588,173.83,2013-12-28,108,779
5530,462,360,2012-04-13,701,223
5539,412,489.57,2012-09-25,29,334
5549,31,130.21,2013-03-20,350,75
5558,68,165.5,2014-08-19,358,344
5569,229,371.38,2013-10-28,909,317
5579,50,28.42,2014-03-02,1008,679
5589,495,408.91,2014-09-01,809,70
5598,254,136.46,2012-11-10,433,1019
5608,684,242.62,2014-10-10,308,262
5618,268,218.94,2013-10-30,690,1166
5630,461,185.95,2013-08-16,138,88
5638,30,353.33,2015-01-29,990,1177
5647,183,479.69,2014-09-13,84,1097
5657,328,243.83,2012-04-21,849,406
5666,29,34.46,2012-03-20,958,766
5675,43,254.56,2012-09-02,1119,548
5684,64,348.51,2014-07-11,438,759
5695,38,403.84,2012-04-28,928,1123
5705,14,104.62,2012-02-13,47,76
5715,22,332.19,2014-10-24,167,969
5726,432,176.67,2013-03-26,180,515
5737,42,375.31,2013-10-06,223,733
5746,37,67.27,2012-03-21,53,278
5757,123,454.76,2013-01-09,546,1170
5767,16,18.85,2015-01-30,21,223
5777,6,378.63,2014-05-05,1090,538
5786,605,279.51,2013-02-22,228,933
5800,691,30.54,2013-06-16,81,1147
5810,30,266.26,2012-01-02,607,116
5821,41,159.77,2012-07-05,908,882
4462,66,93.86,2012-03-16,919,352
4472,18,221.19,2013-08-20,853,1002
4482,32,482.79,2013-08-07,966,735
4491,20,278.72,2014-11-13,14,378
4502,187,289.3,2012-01-08,139,197
4511,3,394.21,2014-02-27,629,435
4521,48,145.31,2013-01-05,583,582
4528,55,75.24,2013-09-30,224,1172
4537,151,138.37,2012-05-21,713,935
4547,32,423.22,2012-11-07,567,1194
4556,72,273.3,2014-04-28,1197,1178
4566,8,34.82,2013-06-29,944,1062
4575,633,376.24,2012-05-04,1034,673
4585,12,37.19,2013-05-12,1143,1091
4596,29,380.61,2013-08-18,309,1149
4606,393,319.62,2014-06-17,234,1142
4617,3,12.23,2013-07-05,759,1034
4627,523,433.78,2012-03-12,187,826
4637,51,82.78,2014-12-10,167,742
4646,193,461.27,2014-11-26,929,180
4655,153,154.67,2012-07-29,650,609
4665,206,449.33,2013-05-21,202,774
4674,170,30.69,2012-03-13,748,669
4684,386,286.4,2014-08-03,91,83
4694,30,346.52,2012-06-20,544,980
4704,6,479.31,2014-01-17,510,1083
4714,56,59.76,2014-06-18,556,819
4724,50,421.73,2012-05-02,991,384
4735,424,172.61,2014-12-04,18,201
4746,507,381.74,2012-10-22,489,1010
4756,58,67.7,2014-04-03,183,283
4767,50,297.92,2014-02-01,1054,270
4777,31,349.49,2012-09-29,1023,896
4787,16,256.21,2014-11-09,177,110
4795,205,30.18,2013-10-27,840,46
4805,130,490.42,2013-11-13,785,850
4814,360,289.38,2012-12-21,11,109
4826,22,482.65,2012-03-22,789,730
4835,65,459.27,2013-12-10,471,1167
4845,111,427.48,2013-03-24,1138,557
4855,55,424.94,2012-07-10,1097,348
4865,117,46.79,2014-05-13,1114,653
4877,597,59.23,2014-01-27,961,1134
4888,30,111.61,2013-10-23,995,1162
4901,49,487.17,2014-03-28,615,40
4912,31,164.28,2014-04-28,207,46
4926,630,140.31,2013-04-01,908,71
4937,20,239.85,2014-02-26,54,178
4946,15,347.76,2014-03-07,243,1056
4956,3,497.19,2012-09-30,215,346
4966,301,264.63,2014-08-21,644,55
4973,277,296.48,2012-09-30,72,899
4983,516,438.53,2014-10-08,193,308
4996,513,136.23,2012-12-30,218,776
5008,282,449.03,2013-07-06,482,940
5017,14,469.4,2012-06-01,62,485
14376,599,236.79,2013-08-30,2340,2061
5036,48,345.96,2012-09-16,885,160
5046,38,418.56,2012-03-28,670,276
5057,685,276.25,2014-11-27,260,172
5067,238,156.98,2012-01-15,657,65
5076,11,417.34,2014-05-04,886,33
5087,349,474.13,2013-04-03,865,334
5095,24,117.59,2013-06-15,1159,312
5103,477,358.89,2013-07-05,733,702
5117,37,452.44,2014-10-16,1071,202
5127,152,25.12,2015-01-29,1044,237
5133,51,363.17,2012-10-23,624,879
5146,7,313.52,2013-12-13,329,729
5158,361,328.99,2012-09-05,171,339
5168,2,320.17,2012-01-07,314,325
5176,506,164.2,2012-02-13,828,863
5187,605,158.75,2013-08-12,345,1042
5197,59,168.04,2012-09-08,368,1030
5208,4,107.32,2012-08-04,598,97
5216,12,204.36,2014-11-22,291,193
5227,51,261.92,2012-05-03,1094,346
5235,29,358.56,2015-01-31,727,1044
5245,17,102.35,2012-05-07,112,884
5257,10,52.12,2013-02-27,630,814
5267,134,59.34,2013-09-03,475,869
5276,27,222.51,2014-08-16,110,574
5285,603,157.86,2012-09-23,442,1028
5295,286,273.98,2012-08-02,712,132
5305,68,58.23,2013-10-25,144,1034
5315,223,351.55,2014-08-22,877,411
5324,44,445.55,2014-07-18,774,128
5334,53,18.23,2014-03-04,54,1158
5345,43,120.6,2012-09-23,854,582
5355,508,414.74,2012-11-25,601,1161
5364,355,367.02,2014-07-19,33,339
5375,17,404.13,2012-10-03,775,965
5382,63,393.87,2013-10-23,544,265
5389,36,296.89,2012-01-28,150,8
5398,16,186.13,2014-07-23,558,494
5406,327,399.72,2013-12-29,1049,1072
5414,453,393.49,2012-02-04,690,695
5422,83,11.34,2013-07-10,866,824
5433,50,460.88,2013-03-05,406,1015
5442,43,335.74,2013-12-05,855,579
5452,105,104.57,2014-11-16,826,722
5457,548,73.79,2013-11-03,808,1116
5468,460,403.26,2014-10-16,445,164
5478,82,45.54,2013-02-18,797,497
5488,29,92.04,2013-05-14,35,1186
5495,150,279.66,2013-04-07,450,804
5507,85,88.87,2012-07-17,98,728
5518,448,99.32,2012-06-04,76,902
5537,8,490.62,2012-08-25,943,117
5547,75,287.14,2014-01-12,603,1164
5559,15,77.28,2013-05-01,935,917
5570,537,40.13,2013-12-22,428,89
5580,481,82.3,2014-07-09,89,42
5590,599,159.35,2012-02-15,1042,980
5599,527,375.85,2012-07-12,313,10
5607,466,382.42,2012-06-26,941,978
5616,490,453.96,2014-02-14,753,1051
5626,628,144.22,2012-05-17,28,188
5636,8,343.12,2012-11-23,887,1106
5646,120,206.02,2013-10-14,378,534
5667,28,161.88,2013-07-13,815,688
5677,275,453.91,2013-09-03,1012,132
5686,14,493.95,2013-07-20,689,902
5696,60,269.46,2012-01-05,559,1106
5707,1,420.59,2014-09-26,437,673
5716,612,100.69,2012-12-01,433,536
5725,582,442.45,2013-03-22,696,1115
5735,66,110.09,2012-12-08,951,593
5745,592,302.66,2012-08-11,939,957
5754,136,388.91,2012-02-24,812,1187
5766,34,395.51,2012-06-05,1061,97
5776,495,406.8,2012-05-21,1053,258
5785,43,357.78,2014-02-24,53,388
5796,35,270.73,2012-10-06,159,982
4461,522,82.34,2012-10-05,898,469
4478,37,84.71,2013-04-18,238,1035
4485,37,71,2014-02-02,345,30
4495,472,49.64,2012-06-20,8,315
4506,474,14.05,2013-04-19,283,313
4518,39,322.12,2014-03-12,703,234
4527,18,176.86,2013-09-12,1128,602
4538,391,410.18,2012-12-04,8,939
4548,37,388.94,2014-07-25,979,618
4562,155,111.38,2014-06-25,1057,110
4569,63,54.28,2013-07-10,247,443
4579,179,113.56,2013-12-27,97,635
4588,9,496.21,2014-07-31,582,550
4598,163,238.54,2012-06-21,1048,270
4611,502,260.49,2013-06-27,788,1117
4619,414,441.25,2015-01-30,41,791
4629,261,243.79,2013-05-21,1165,48
4643,368,233.46,2015-01-09,164,1182
4656,169,355.36,2012-08-30,802,580
4664,479,394.87,2014-08-07,641,326
4675,64,41.03,2012-06-04,118,1138
4686,39,68.32,2014-10-01,132,443
4697,29,244.34,2013-04-06,382,22
4705,176,346.95,2014-04-23,761,667
4717,57,480.79,2014-09-02,303,1035
4725,17,72.76,2012-03-21,135,492
4738,183,419.73,2012-11-18,849,1048
4747,19,391.49,2012-05-02,150,195
4758,407,220.71,2013-12-31,861,622
4764,528,267.22,2014-11-16,1163,149
4780,49,10.7,2013-12-09,910,279
4790,612,495.66,2012-12-21,1010,701
4798,536,210.47,2015-01-23,139,170
4807,30,157.28,2012-10-23,38,587
4815,9,155.18,2014-02-17,184,65
4824,8,231.94,2014-04-25,110,1132
4834,665,200.44,2013-11-30,1100,550
4843,27,426.67,2013-05-15,149,658
4854,8,434.13,2012-08-31,709,542
4862,622,484.62,2014-12-01,692,564
4871,109,141.1,2012-05-10,173,967
4880,65,299.6,2013-11-21,327,323
4891,523,153.09,2012-10-22,940,777
4899,35,250.2,2014-03-28,1081,506
4911,13,157.39,2012-12-20,1197,322
4921,65,107.17,2013-12-18,547,41
4930,34,427.42,2013-05-30,734,923
4940,54,444.31,2014-02-26,1061,662
4950,1,264.12,2013-01-27,14,947
4959,489,164.31,2012-02-28,1099,616
4967,16,209.1,2012-02-11,494,354
4978,32,498.29,2014-06-16,190,798
4986,178,142.01,2013-11-11,689,377
4995,621,135.27,2012-02-23,33,176
5005,45,473.89,2014-08-18,1014,941
5014,60,499.74,2013-02-15,1011,121
5023,673,276.16,2012-03-24,92,39
5033,8,419.86,2012-07-07,547,553
5053,2,452.1,2012-12-19,894,541
5062,232,308.65,2014-11-28,1021,756
5071,326,373.21,2014-05-04,1036,26
5079,11,174.92,2014-01-03,1095,1129
5093,235,445.76,2013-11-15,1099,1074
5104,181,425.94,2014-03-07,929,806
5115,1,378.13,2013-04-26,927,1117
5126,481,153.24,2013-05-23,72,465
5136,34,159.73,2014-08-16,262,1114
5145,35,206.42,2013-08-09,1061,48
5155,72,50.34,2012-11-12,1100,585
5167,190,86.74,2014-01-21,428,1067
5175,67,148.24,2014-09-07,513,938
5185,68,283.34,2012-08-30,326,196
5195,364,134.02,2013-03-12,10,457
5205,35,498.09,2012-05-02,835,924
5214,368,233.05,2014-03-06,817,473
5223,61,46.3,2013-04-09,275,12
5233,59,451.31,2013-10-10,294,521
14389,21,253.99,2013-01-01,2358,1878
5252,53,491.42,2012-03-01,510,890
5260,503,492.93,2013-10-16,260,155
5271,46,171.81,2014-07-20,406,1183
5286,28,28.66,2012-09-26,805,723
5294,676,155.82,2012-02-21,74,617
5303,108,405.37,2014-11-25,604,1061
5314,628,344.12,2012-08-05,553,477
5322,27,367.17,2012-03-24,597,603
5330,61,160.76,2012-10-03,213,482
5339,370,301.82,2014-02-14,1098,190
5349,54,254.02,2012-05-01,23,787
5359,658,177.69,2013-11-01,164,1073
5368,1,162.31,2012-07-17,406,1066
5379,608,132.94,2014-08-15,682,779
5392,329,205.33,2014-06-02,593,910
5402,41,449.49,2012-01-26,630,275
5417,609,232.64,2012-01-19,642,616
5429,8,245.09,2012-12-21,727,531
5441,406,132.29,2012-04-14,362,612
5451,464,499.99,2014-03-05,237,798
5460,68,143.64,2014-09-17,959,21
5472,48,161.85,2013-06-26,331,879
5482,495,157.19,2012-01-22,940,166
5498,179,137.76,2014-06-01,1002,1009
5506,31,146.44,2012-05-29,55,835
5515,249,208.47,2012-03-30,737,49
5525,660,55.28,2013-11-02,155,106
5533,661,391.06,2014-08-10,154,134
5544,37,177.96,2013-04-29,431,360
5554,63,38.41,2012-08-08,1104,35
5565,527,181.99,2014-08-08,474,979
5575,566,275.48,2014-05-04,235,631
5587,49,417.84,2012-12-16,735,789
5597,11,319.64,2013-11-23,741,350
5610,50,21.31,2012-07-05,755,42
5622,62,60.76,2014-09-07,16,671
5627,59,114.52,2013-11-29,851,174
5643,16,153.22,2012-08-21,942,550
5648,2,384.5,2013-01-11,487,1126
5661,44,289.18,2014-05-30,131,830
5669,57,449.54,2013-08-18,374,370
5683,696,24,2012-02-06,876,1047
5690,31,33.28,2012-06-04,1158,276
5701,319,102.86,2013-03-18,913,582
5711,65,496.99,2013-01-09,979,724
5719,41,430.62,2013-06-21,387,132
5729,344,435.06,2013-02-21,408,537
5740,131,324.44,2012-02-26,529,759
5749,54,465.39,2014-06-03,31,648
5760,64,314.02,2014-10-09,215,1092
5770,32,495.21,2012-10-22,454,530
5780,23,120.36,2014-02-04,163,976
5793,358,161.56,2014-03-12,44,634
5802,594,408.86,2012-02-21,872,537
5812,21,397.64,2013-06-24,206,729
5822,596,470.23,2013-09-19,370,978
5832,59,375.52,2012-10-07,854,259
4476,329,13.38,2013-11-24,241,215
4484,33,254.19,2013-08-27,239,1133
4494,283,442.88,2012-10-04,875,94
4504,50,148.33,2013-05-30,359,405
4513,549,114.66,2014-03-05,1197,280
4523,621,388.21,2014-08-09,1160,545
4533,60,68.53,2013-06-30,885,24
4543,31,473.78,2012-08-05,595,4
4553,53,293.22,2012-10-10,230,346
4563,47,298.54,2014-10-06,1150,790
4572,672,203.51,2014-09-15,936,243
4578,631,305.09,2014-04-25,836,570
4591,685,194.26,2013-12-29,26,298
4600,122,123.58,2012-01-27,349,318
4610,488,426.75,2013-04-20,233,1180
4621,217,279.66,2014-01-04,1176,758
4632,607,165.62,2013-01-30,1188,236
4644,49,287.79,2012-10-12,463,991
4652,328,374.55,2012-07-05,282,648
4662,70,497.38,2012-02-06,357,233
4672,39,326.52,2013-08-16,152,975
4680,82,80.54,2013-08-06,138,859
4689,20,431.65,2012-09-08,1104,100
4698,30,130.43,2012-04-07,341,9
4708,92,258.08,2014-09-27,284,76
4718,39,483.03,2013-04-04,790,653
4726,96,187.6,2015-01-17,689,823
4737,131,63.42,2014-03-05,500,294
4749,32,24.85,2012-07-30,533,776
4760,347,82.94,2014-02-16,324,122
4770,344,334.72,2014-02-03,2,1160
4779,194,113.6,2013-09-20,836,110
4789,67,425.57,2014-03-03,582,1181
4810,62,136.63,2013-06-04,752,334
4819,579,213.89,2013-03-25,93,717
4830,28,114.91,2014-11-23,805,42
4840,367,406.41,2012-08-12,1009,118
4850,71,309.46,2012-01-08,980,396
4860,145,303,2014-04-02,892,35
4873,56,116.55,2013-07-14,213,818
4893,660,385.63,2012-02-18,827,871
4903,553,148.57,2012-07-10,93,706
4915,70,127.23,2013-11-05,805,508
4925,42,445.02,2012-05-31,160,942
4935,5,354.34,2013-03-12,256,219
4945,172,299,2014-09-22,525,407
4955,17,184.53,2014-11-29,654,517
4962,6,19.92,2012-06-16,414,22
4972,30,254.7,2013-09-19,533,396
4982,19,230.86,2014-10-27,37,238
4993,63,154.67,2013-03-23,367,913
5003,494,293.85,2012-03-19,107,415
5018,19,340.12,2014-07-20,251,326
5030,22,350.65,2012-01-24,115,621
5042,19,360.04,2012-03-25,297,801
5049,408,190.29,2013-02-20,344,34
5056,48,345.86,2014-03-01,99,67
5066,40,210.91,2012-10-27,240,84
5077,26,31.39,2012-01-08,499,353
5085,45,105.81,2014-05-01,442,527
5096,362,413.97,2014-11-24,884,908
5109,299,29.03,2012-11-14,762,939
5116,13,450.63,2014-06-12,422,36
5124,193,103.98,2014-06-01,667,647
5132,198,384.23,2012-11-23,313,390
5142,10,108.15,2015-01-19,431,221
5154,73,125.72,2014-02-18,573,237
5164,68,139.11,2014-11-11,22,878
5173,35,434.1,2014-05-21,611,412
5184,611,88.48,2014-03-15,1032,624
5196,25,240,2014-04-16,903,833
5206,45,288.05,2012-04-23,591,905
5217,21,424.72,2012-07-30,199,646
5226,3,123.09,2014-03-05,311,928
5236,7,309.42,2012-09-18,1022,674
5246,34,404.73,2013-09-05,671,518
5256,21,63.5,2012-09-01,894,857
5269,55,135.61,2013-11-21,736,1151
5279,448,246.12,2013-09-20,26,1047
5288,28,331.24,2013-02-20,999,602
5298,518,277.84,2013-03-16,1176,1185
5308,29,160.38,2013-01-12,275,760
5317,386,261.37,2012-12-19,813,552
5327,45,186.13,2014-12-13,878,118
5337,33,31.8,2012-10-30,336,754
5348,7,350.41,2012-03-15,398,9
5367,493,340.09,2014-09-08,1105,692
5377,31,28.6,2012-04-26,581,569
5387,34,135.7,2014-01-06,805,430
5405,30,192.65,2013-02-08,23,986
5420,230,202.21,2014-05-07,1092,897
5435,25,212.75,2012-06-24,928,52
5444,57,58.07,2012-01-06,303,164
5454,18,315.84,2013-11-16,160,1184
5463,124,462.74,2013-08-14,404,439
5474,28,230.36,2012-10-17,942,891
5484,521,332.26,2013-03-21,200,664
5496,122,192.79,2015-01-31,684,644
5508,527,251.91,2014-03-06,236,876
5517,368,398.09,2013-10-01,180,524
5527,23,54.46,2013-11-13,551,20
5538,465,68.16,2013-05-21,1147,896
5550,382,15.43,2012-06-06,760,1135
5561,237,316.89,2013-08-03,770,1170
5571,85,132.81,2014-09-10,393,1110
5581,45,335.55,2012-11-29,579,781
5591,394,361.5,2015-02-02,909,430
5601,49,406.2,2012-02-02,107,816
5612,1,292.16,2012-05-11,526,764
5619,18,60.35,2015-01-26,672,1126
5631,175,92.45,2013-08-16,91,879
5640,69,39.68,2013-03-23,611,204
5655,20,339.8,2012-06-17,638,261
5664,534,479.43,2013-10-20,673,990
5674,386,172.54,2014-03-17,348,862
5680,19,382.04,2014-04-06,382,499
5689,344,457.05,2013-06-19,764,556
5698,517,147.85,2012-03-18,924,438
5706,479,118.12,2013-05-16,220,174
5717,119,307.17,2014-09-19,1193,872
5728,397,378.27,2013-07-05,354,970
5738,593,58.04,2012-01-08,993,1074
5748,640,148.43,2014-10-17,418,1000
5758,104,176.3,2013-08-27,578,795
5768,116,93.82,2012-03-06,156,421
5779,37,450.51,2014-09-23,1061,331
5788,621,111.04,2013-10-06,1170,736
5798,39,178.17,2014-07-10,195,683
5806,242,41.21,2012-03-11,72,943
5815,320,218.05,2014-04-27,732,1033
5825,266,298.81,2012-12-28,637,397
5835,2,108.16,2013-05-16,672,46
4480,592,167.95,2013-10-27,233,1165
4490,38,488.06,2014-10-12,366,487
4499,31,218.02,2012-08-08,187,639
4510,99,282.58,2013-07-27,644,791
4522,290,288.74,2012-11-21,392,742
4530,659,37.39,2013-06-07,825,666
4541,36,72.66,2012-03-29,21,276
4549,364,305.51,2013-03-01,305,928
4559,622,354.9,2014-12-06,498,75
4573,64,382.99,2013-11-20,437,220
4582,63,348.88,2012-12-24,588,458
4593,48,337.91,2014-04-17,467,816
4603,4,70.93,2013-03-13,47,126
4613,571,274.89,2013-04-20,952,718
4620,317,90.68,2012-12-07,482,995
4628,26,163.24,2014-11-09,783,66
4639,31,228.7,2013-02-10,272,38
4648,25,35.35,2014-11-26,83,488
4658,32,187.97,2014-11-03,238,1024
4668,253,314.19,2014-05-07,372,626
4679,39,89.04,2012-01-02,670,763
4690,93,76.74,2012-11-04,859,478
4699,69,192.64,2012-09-25,630,595
4710,56,470.72,2014-03-03,302,767
4722,469,407.34,2013-02-11,401,448
4731,45,91.03,2012-05-08,336,172
4740,479,201.36,2012-01-07,1052,936
4751,251,206.63,2013-12-21,348,149
